Gene,Depth,Childindex,Cluster_size,n_gs_genes_in_clust,Score,gold.standard.genes.in.cluster
USP7,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
KIF20B,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
GEN1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
FANCA,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
GINS4,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CCNF,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TIMELESS,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NCAPD2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
WDR76,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
MCM6,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SPC25,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CCNB1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
FEN1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ASPM,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
KIFC1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NDC80,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NCAPG,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
KIF11,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CENPE,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
KIF14,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ERCC6L,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CDK1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CCNA2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CDC6,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
MCM10,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
DHFR,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CDCA7,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ARHGEF39,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TOX,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ZNF215,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NDC1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
BORA,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RMI2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
FAM111B,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CENPI,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
DNA2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
DSCC1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RFC3,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CHAC2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PPP1CC,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ESCO2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CDCA3,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
IWS1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
BMP2K,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NCBP1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NSUN2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RASA2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
LRRK1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ZNF217,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NPAT,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ZBTB24,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
VHL,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CNOT6L,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CHEK2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CNOT8,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CKLF,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
BRWD3,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
XRN1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RAD18,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ZNF587B,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
EML4,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NOP14,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PDS5A,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SYNCRIP,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
WDR36,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
XRCC5,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
EIF3A,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
MTHFD2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
AKAP13,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
FOXN3,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RPRD1B,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PTDSS1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
MGAT5,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CDCA7L,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
BCL2L11,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ZNF92,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RNASEH2B,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ACAP2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ITSN2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SMCR8,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
GIT2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
MSL2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PIKFYVE,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
DDX6,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CDC40,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
VRK2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RPF1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
HAT1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PINX1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RPAP2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RRP8,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CHORDC1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
GRB2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ANP32A,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SMC1A,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
GNL3L,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
MAK16,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NOP56,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
BRIX1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NCL,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
JAK1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
IFI16,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RECQL,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
UVRAG,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
MBNL1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PMCH,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SLC9A7,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SNX22,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
BCL7A,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
DTX1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CPNE5,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
QRSL1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
DTNBP1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
METTL21A,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
POLR3K,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TAOK3,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RAB30,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
AFF3,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
LNPEP,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NIN,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
EAF2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
KIAA0922,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
BACH2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ZBTB33,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TTPAL,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
DDI2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ZCCHC6,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SMIM14,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SKAP1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ST6GAL1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ZNF780A,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TGDS,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
MANEA,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PRKDC,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
MYCBP2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
UPF3B,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CTCF,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TOP2B,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RBMX2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
UTP14A,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
EXOSC2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ALKBH6,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TRNAU1AP,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
EIF2S3,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TRAPPC2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NSMAF,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
POGLUT1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
UBP1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
DDX18,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
DDX23,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SRSF1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
MITD1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
VPS39,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ANGEL2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
MCM3AP,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ZFYVE26,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NVL,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ARL6IP6,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
MRE11A,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
EIF2B1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TP53,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SF3B3,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NUP205,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NAT10,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
WDR46,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PRDM10,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PRR14L,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PWWP2A,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ALG6,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TMEM131,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
INIP,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
FAM175B,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
API5,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RNASEL,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ANKRD13C,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PUS7L,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TBL1XR1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NUP43,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ZBTB6,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
WDR89,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
METTL18,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PLRG1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RBAK,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RAB3GAP2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PUM2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
MON2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
HEATR5B,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ZNF852,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CCAR1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NOL8,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
DDX46,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TDG,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TAF1D,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ANKHD1-EIF4EBP3,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
HSD17B7,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PFAS,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
MIS12,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
QTRTD1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SNAP23,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ARHGAP17,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TRAF5,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ENTPD4,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RBL2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
METTL4,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CGGBP1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ZNF182,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ALG13,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ORMDL1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
WDR11,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PHF11,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TBRG1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ATG12,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TMX3,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SOCS4,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RB1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PAK2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
M6PR,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
UTP3,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RNF111,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
HPS3,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
HERC4,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SMC5,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
GORAB,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
USP16,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SCAF11,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PPIG,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
BIRC2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PRKRIR,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TATDN2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
KDM4C,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ANKRD49,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PPIP5K2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SPOPL,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ZC3H7A,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
KIAA1033,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NBN,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ABHD13,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TANK,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RAP1B,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
MTDH,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SSR1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SRP72,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TMEM123,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ZNF93,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
N4BP2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PTPRJ,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
UGGT1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
E2F3,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PTP4A2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NRBF2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TOP1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
YY1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
AEN,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ASCC3,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RGS1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
FAS,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SKIL,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
C16orf72,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CBLB,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RAB8B,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SLC25A32,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
MARCKSL1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ZNF708,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TVP23A,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ZCCHC18,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
MAP4K4,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RASSF2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RAB39A,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
SLC24A4,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
GPR19,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RAB39B,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RAB33A,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
NSL1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ATG4C,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
HMG20A,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TRIB2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
FMNL3,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TMEM163,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ST8SIA1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
HDAC9,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
LYSMD2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
EVI2A,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
RASGRP1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TESPA1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PRKCB,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PIP4K2A,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
MARCH1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PNOC,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PPP1R16B,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CACNG5,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
HIVEP2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PITPNC1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CSTF2T,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
FYN,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PCDHAC1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
KLHDC7B,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TCEA1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ASNS,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
CARS,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
YARS,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
GARS,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ATP8A1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PXK,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
FAM49A,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
APPL1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
BLOC1S6,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PRPS1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
FCHSD2,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
GTDC1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TRIM44,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TBC1D5,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
MED18,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
FUCA1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
HDAC1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
ZBTB8OS,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
BRI3BP,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
BPNT1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
VTA1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
KIAA0391,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
LEO1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
WDR1,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
TIPRL,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
DDX52,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
DCTN5,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
PDCD10,5,.1.1.2.1.1,709,2,0.00282087447108604,CHEK2|PALB2
