Gene,Score,in.gold.standard,gold.standard.genes.in.cluster,Clade
ZBTB42,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF513,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZBTB7B,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZBTB7C,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF233,0.000626174076393237,No,RPA1|DNA2,PLANTS
AIFM3,0.000626174076393237,No,RPA1|DNA2,PLANTS
TEF,0.000626174076393237,No,RPA1|DNA2,PLANTS
GFOD1,0.000626174076393237,No,RPA1|DNA2,PLANTS
XK,0.000626174076393237,No,RPA1|DNA2,PLANTS
LMO3,0.000626174076393237,No,RPA1|DNA2,PLANTS
MRPS27,0.000626174076393237,No,RPA1|DNA2,PLANTS
ENSP00000489517.1,0.000626174076393237,No,RPA1|DNA2,PLANTS
LMO1,0.000626174076393237,No,RPA1|DNA2,PLANTS
HSH2D,0.000626174076393237,No,RPA1|DNA2,PLANTS
LCN15,0.000626174076393237,No,RPA1|DNA2,PLANTS
RNF111,0.000626174076393237,No,RPA1|DNA2,PLANTS
SEBOX,0.000626174076393237,No,RPA1|DNA2,PLANTS
TOR3A,0.000626174076393237,No,RPA1|DNA2,PLANTS
CD8A,0.000626174076393237,No,RPA1|DNA2,PLANTS
ATAD1,0.000626174076393237,No,RPA1|DNA2,PLANTS
PSMC5,0.000626174076393237,No,RPA1|DNA2,PLANTS
CLRN1,0.000626174076393237,No,RPA1|DNA2,PLANTS
PLK5,0.000626174076393237,No,RPA1|DNA2,PLANTS
SIX1,0.000626174076393237,No,RPA1|DNA2,PLANTS
PSPC1,0.000626174076393237,No,RPA1|DNA2,PLANTS
SENP5,0.000626174076393237,No,RPA1|DNA2,PLANTS
TAT,0.000626174076393237,No,RPA1|DNA2,PLANTS
SIX2,0.000626174076393237,No,RPA1|DNA2,PLANTS
DUPD1,0.000626174076393237,No,RPA1|DNA2,PLANTS
FNDC8,0.000626174076393237,No,RPA1|DNA2,PLANTS
XRN1,0.000626174076393237,No,RPA1|DNA2,PLANTS
XRN2,0.000626174076393237,No,RPA1|DNA2,PLANTS
BRD9,0.000626174076393237,No,RPA1|DNA2,PLANTS
GTF2H5,0.000626174076393237,No,RPA1|DNA2,PLANTS
CREB1,0.000626174076393237,No,RPA1|DNA2,PLANTS
PORCN,0.000626174076393237,No,RPA1|DNA2,PLANTS
NFE2L1,0.000626174076393237,No,RPA1|DNA2,PLANTS
TAL1,0.000626174076393237,No,RPA1|DNA2,PLANTS
FAM162A,0.000626174076393237,No,RPA1|DNA2,PLANTS
THRB,0.000626174076393237,No,RPA1|DNA2,PLANTS
GTF2IRD1,0.000626174076393237,No,RPA1|DNA2,PLANTS
MYOCD,0.000626174076393237,No,RPA1|DNA2,PLANTS
DMBX1,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF639,0.000626174076393237,No,RPA1|DNA2,PLANTS
PHF10,0.000626174076393237,No,RPA1|DNA2,PLANTS
NOS1AP,0.000626174076393237,No,RPA1|DNA2,PLANTS
TAS2R1,0.000626174076393237,No,RPA1|DNA2,PLANTS
ASIC4,0.000626174076393237,No,RPA1|DNA2,PLANTS
EHHADH,0.000626174076393237,No,RPA1|DNA2,PLANTS
TRNT1,0.000626174076393237,No,RPA1|DNA2,PLANTS
ADA,0.000626174076393237,No,RPA1|DNA2,PLANTS
LAMA5,0.000626174076393237,No,RPA1|DNA2,PLANTS
TBX19,0.000626174076393237,No,RPA1|DNA2,PLANTS
DPF3,0.000626174076393237,No,RPA1|DNA2,PLANTS
EIF2S2,0.000626174076393237,No,RPA1|DNA2,PLANTS
GXYLT1,0.000626174076393237,No,RPA1|DNA2,PLANTS
HNF1B,0.000626174076393237,No,RPA1|DNA2,PLANTS
TDRD9,0.000626174076393237,No,RPA1|DNA2,PLANTS
ATF1,0.000626174076393237,No,RPA1|DNA2,PLANTS
CREB3,0.000626174076393237,No,RPA1|DNA2,PLANTS
PQLC2L,0.000626174076393237,No,RPA1|DNA2,PLANTS
CBL,0.000626174076393237,No,RPA1|DNA2,PLANTS
PELP1,0.000626174076393237,No,RPA1|DNA2,PLANTS
FZD1,0.000626174076393237,No,RPA1|DNA2,PLANTS
UBXN8,0.000626174076393237,No,RPA1|DNA2,PLANTS
CD82,0.000626174076393237,No,RPA1|DNA2,PLANTS
CD81,0.000626174076393237,No,RPA1|DNA2,PLANTS
TSPAN1,0.000626174076393237,No,RPA1|DNA2,PLANTS
ARFGAP2,0.000626174076393237,No,RPA1|DNA2,PLANTS
BET1,0.000626174076393237,No,RPA1|DNA2,PLANTS
LRP2,0.000626174076393237,No,RPA1|DNA2,PLANTS
LGALS12,0.000626174076393237,No,RPA1|DNA2,PLANTS
CGN,0.000626174076393237,No,RPA1|DNA2,PLANTS
PPRC1,0.000626174076393237,No,RPA1|DNA2,PLANTS
TAF1B,0.000626174076393237,No,RPA1|DNA2,PLANTS
GPR182,0.000626174076393237,No,RPA1|DNA2,PLANTS
MTNR1A,0.000626174076393237,No,RPA1|DNA2,PLANTS
FAM110B,0.000626174076393237,No,RPA1|DNA2,PLANTS
AGT,0.000626174076393237,No,RPA1|DNA2,PLANTS
SPIRE2,0.000626174076393237,No,RPA1|DNA2,PLANTS
BEND2,0.000626174076393237,No,RPA1|DNA2,PLANTS
MIXL1,0.000626174076393237,No,RPA1|DNA2,PLANTS
CD24,0.000626174076393237,No,RPA1|DNA2,PLANTS
FLYWCH1,0.000626174076393237,No,RPA1|DNA2,PLANTS
TRIM38,0.000626174076393237,No,RPA1|DNA2,PLANTS
TRIM26,0.000626174076393237,No,RPA1|DNA2,PLANTS
TRIM68,0.000626174076393237,No,RPA1|DNA2,PLANTS
TRIM10,0.000626174076393237,No,RPA1|DNA2,PLANTS
TRIM58,0.000626174076393237,No,RPA1|DNA2,PLANTS
HLA-B,0.000626174076393237,No,RPA1|DNA2,PLANTS
SLC18A1,0.000626174076393237,No,RPA1|DNA2,PLANTS
FABP1,0.000626174076393237,No,RPA1|DNA2,PLANTS
INIP,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZSWIM3,0.000626174076393237,No,RPA1|DNA2,PLANTS
DUSP27,0.000626174076393237,No,RPA1|DNA2,PLANTS
TMEM178B,0.000626174076393237,No,RPA1|DNA2,PLANTS
ENSP00000485049.1,0.000626174076393237,No,RPA1|DNA2,PLANTS
SNTN,0.000626174076393237,No,RPA1|DNA2,PLANTS
CDHR2,0.000626174076393237,No,RPA1|DNA2,PLANTS
SPATA18,0.000626174076393237,No,RPA1|DNA2,PLANTS
CD244,0.000626174076393237,No,RPA1|DNA2,PLANTS
FAM19A1,0.000626174076393237,No,RPA1|DNA2,PLANTS
ARMCX3,0.000626174076393237,No,RPA1|DNA2,PLANTS
DEPDC4,0.000626174076393237,No,RPA1|DNA2,PLANTS
HLF,0.000626174076393237,No,RPA1|DNA2,PLANTS
SKAP2,0.000626174076393237,No,RPA1|DNA2,PLANTS
RANBP3L,0.000626174076393237,No,RPA1|DNA2,PLANTS
KCNIP2,0.000626174076393237,No,RPA1|DNA2,PLANTS
LASP1,0.000626174076393237,No,RPA1|DNA2,PLANTS
DCBLD1,0.000626174076393237,No,RPA1|DNA2,PLANTS
SUSD6,0.000626174076393237,No,RPA1|DNA2,PLANTS
AGTR1,0.000626174076393237,No,RPA1|DNA2,PLANTS
WNT5A,0.000626174076393237,No,RPA1|DNA2,PLANTS
GIPR,0.000626174076393237,No,RPA1|DNA2,PLANTS
RGS7BP,0.000626174076393237,No,RPA1|DNA2,PLANTS
LRP4,0.000626174076393237,No,RPA1|DNA2,PLANTS
CYGB,0.000626174076393237,No,RPA1|DNA2,PLANTS
VLDLR,0.000626174076393237,No,RPA1|DNA2,PLANTS
THBD,0.000626174076393237,No,RPA1|DNA2,PLANTS
LDLR,0.000626174076393237,No,RPA1|DNA2,PLANTS
SNAP47,0.000626174076393237,No,RPA1|DNA2,PLANTS
CRELD1,0.000626174076393237,No,RPA1|DNA2,PLANTS
CRELD2,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF385C,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZMAT4,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF385A,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF385B,0.000626174076393237,No,RPA1|DNA2,PLANTS
HES5,0.000626174076393237,No,RPA1|DNA2,PLANTS
CD63,0.000626174076393237,No,RPA1|DNA2,PLANTS
PTGES3L,0.000626174076393237,No,RPA1|DNA2,PLANTS
CNOT2,0.000626174076393237,No,RPA1|DNA2,PLANTS
C10orf11,0.000626174076393237,No,RPA1|DNA2,PLANTS
KLHL42,0.000626174076393237,No,RPA1|DNA2,PLANTS
SYAP1,0.000626174076393237,No,RPA1|DNA2,PLANTS
AIMP2,0.000626174076393237,No,RPA1|DNA2,PLANTS
NXPE1,0.000626174076393237,No,RPA1|DNA2,PLANTS
BCL2L12,0.000626174076393237,No,RPA1|DNA2,PLANTS
FLCN,0.000626174076393237,No,RPA1|DNA2,PLANTS
NFATC2IP,0.000626174076393237,No,RPA1|DNA2,PLANTS
NOL3,0.000626174076393237,No,RPA1|DNA2,PLANTS
THAP10,0.000626174076393237,No,RPA1|DNA2,PLANTS
C1QTNF4,0.000626174076393237,No,RPA1|DNA2,PLANTS
BCAR3,0.000626174076393237,No,RPA1|DNA2,PLANTS
DDX58,0.000626174076393237,No,RPA1|DNA2,PLANTS
KCNK13,0.000626174076393237,No,RPA1|DNA2,PLANTS
POU5F1B,0.000626174076393237,No,RPA1|DNA2,PLANTS
LHX9,0.000626174076393237,No,RPA1|DNA2,PLANTS
RHOXF2,0.000626174076393237,No,RPA1|DNA2,PLANTS
RHOXF2B,0.000626174076393237,No,RPA1|DNA2,PLANTS
LILRB5,0.000626174076393237,No,RPA1|DNA2,PLANTS
XKR9,0.000626174076393237,No,RPA1|DNA2,PLANTS
TNFSF18,0.000626174076393237,No,RPA1|DNA2,PLANTS
WDR73,0.000626174076393237,No,RPA1|DNA2,PLANTS
CD86,0.000626174076393237,No,RPA1|DNA2,PLANTS
TDRD10,0.000626174076393237,No,RPA1|DNA2,PLANTS
ASCL5,0.000626174076393237,No,RPA1|DNA2,PLANTS
TRAF5,0.000626174076393237,No,RPA1|DNA2,PLANTS
MAFF,0.000626174076393237,No,RPA1|DNA2,PLANTS
ID1,0.000626174076393237,No,RPA1|DNA2,PLANTS
BTNL9,0.000626174076393237,No,RPA1|DNA2,PLANTS
IL13,0.000626174076393237,No,RPA1|DNA2,PLANTS
SUSD2,0.000626174076393237,No,RPA1|DNA2,PLANTS
ADGRA1,0.000626174076393237,No,RPA1|DNA2,PLANTS
PRAMEF2,0.000626174076393237,No,RPA1|DNA2,PLANTS
RRP15,0.000626174076393237,No,RPA1|DNA2,PLANTS
CCPG1,0.000626174076393237,No,RPA1|DNA2,PLANTS
DDI1,0.000626174076393237,No,RPA1|DNA2,PLANTS
DDI2,0.000626174076393237,No,RPA1|DNA2,PLANTS
DPF1,0.000626174076393237,No,RPA1|DNA2,PLANTS
DPF2,0.000626174076393237,No,RPA1|DNA2,PLANTS
HEXIM1,0.000626174076393237,No,RPA1|DNA2,PLANTS
MC2R,0.000626174076393237,No,RPA1|DNA2,PLANTS
RCCD1,0.000626174076393237,No,RPA1|DNA2,PLANTS
SLIRP,0.000626174076393237,No,RPA1|DNA2,PLANTS
MXD4,0.000626174076393237,No,RPA1|DNA2,PLANTS
SLC6A11,0.000626174076393237,No,RPA1|DNA2,PLANTS
MTPN,0.000626174076393237,No,RPA1|DNA2,PLANTS
DUSP13,0.000626174076393237,No,RPA1|DNA2,PLANTS
ENSP00000485259.1,0.000626174076393237,No,RPA1|DNA2,PLANTS
NOTCH2NL,0.000626174076393237,No,RPA1|DNA2,PLANTS
JAG2,0.000626174076393237,No,RPA1|DNA2,PLANTS
DSG2,0.000626174076393237,No,RPA1|DNA2,PLANTS
DLGAP1,0.000626174076393237,No,RPA1|DNA2,PLANTS
TTC31,0.000626174076393237,No,RPA1|DNA2,PLANTS
NPNT,0.000626174076393237,No,RPA1|DNA2,PLANTS
PPP1R8,0.000626174076393237,No,RPA1|DNA2,PLANTS
ENSP00000480106.1,0.000626174076393237,No,RPA1|DNA2,PLANTS
CARHSP1,0.000626174076393237,No,RPA1|DNA2,PLANTS
CSDC2,0.000626174076393237,No,RPA1|DNA2,PLANTS
KIRREL,0.000626174076393237,No,RPA1|DNA2,PLANTS
SLC14A1,0.000626174076393237,No,RPA1|DNA2,PLANTS
TRIM40,0.000626174076393237,No,RPA1|DNA2,PLANTS
ADM5,0.000626174076393237,No,RPA1|DNA2,PLANTS
MCEMP1,0.000626174076393237,No,RPA1|DNA2,PLANTS
KRTAP21-1,0.000626174076393237,No,RPA1|DNA2,PLANTS
PTK7,0.000626174076393237,No,RPA1|DNA2,PLANTS
AHRR,0.000626174076393237,No,RPA1|DNA2,PLANTS
GABPA,0.000626174076393237,No,RPA1|DNA2,PLANTS
SAMD4A,0.000626174076393237,No,RPA1|DNA2,PLANTS
WLS,0.000626174076393237,No,RPA1|DNA2,PLANTS
PRLH,0.000626174076393237,No,RPA1|DNA2,PLANTS
BET1L,0.000626174076393237,No,RPA1|DNA2,PLANTS
ID3,0.000626174076393237,No,RPA1|DNA2,PLANTS
ACRBP,0.000626174076393237,No,RPA1|DNA2,PLANTS
TXNDC16,0.000626174076393237,No,RPA1|DNA2,PLANTS
ENSP00000449544.1,0.000626174076393237,No,RPA1|DNA2,PLANTS
UQCRB,0.000626174076393237,No,RPA1|DNA2,PLANTS
IFFO2,0.000626174076393237,No,RPA1|DNA2,PLANTS
C12orf45,0.000626174076393237,No,RPA1|DNA2,PLANTS
LRCOL1,0.000626174076393237,No,RPA1|DNA2,PLANTS
TSPAN33,0.000626174076393237,No,RPA1|DNA2,PLANTS
FUT8,0.000626174076393237,No,RPA1|DNA2,PLANTS
LMBR1,0.000626174076393237,No,RPA1|DNA2,PLANTS
FBXO3,0.000626174076393237,No,RPA1|DNA2,PLANTS
TSPAN4,0.000626174076393237,No,RPA1|DNA2,PLANTS
RNF135,0.000626174076393237,No,RPA1|DNA2,PLANTS
CCDC70,0.000626174076393237,No,RPA1|DNA2,PLANTS
MUC21,0.000626174076393237,No,RPA1|DNA2,PLANTS
HRNR,0.000626174076393237,No,RPA1|DNA2,PLANTS
WNT7A,0.000626174076393237,No,RPA1|DNA2,PLANTS
CISH,0.000626174076393237,No,RPA1|DNA2,PLANTS
SLC34A3,0.000626174076393237,No,RPA1|DNA2,PLANTS
SATB1,0.000626174076393237,No,RPA1|DNA2,PLANTS
ATF7IP2,0.000626174076393237,No,RPA1|DNA2,PLANTS
SH2D3A,0.000626174076393237,No,RPA1|DNA2,PLANTS
MLKL,0.000626174076393237,No,RPA1|DNA2,PLANTS
CUL7,0.000626174076393237,No,RPA1|DNA2,PLANTS
CPEB1,0.000626174076393237,No,RPA1|DNA2,PLANTS
APOB,0.000626174076393237,No,RPA1|DNA2,PLANTS
FAM187A,0.000626174076393237,No,RPA1|DNA2,PLANTS
PML,0.000626174076393237,No,RPA1|DNA2,PLANTS
VEPH1,0.000626174076393237,No,RPA1|DNA2,PLANTS
STRA6,0.000626174076393237,No,RPA1|DNA2,PLANTS
RGS7,0.000626174076393237,No,RPA1|DNA2,PLANTS
RNF207,0.000626174076393237,No,RPA1|DNA2,PLANTS
MBTPS2,0.000626174076393237,No,RPA1|DNA2,PLANTS
QSOX1,0.000626174076393237,No,RPA1|DNA2,PLANTS
QSOX2,0.000626174076393237,No,RPA1|DNA2,PLANTS
EED,0.000626174076393237,No,RPA1|DNA2,PLANTS
TUT1,0.000626174076393237,No,RPA1|DNA2,PLANTS
GGACT,0.000626174076393237,No,RPA1|DNA2,PLANTS
ILVBL,0.000626174076393237,No,RPA1|DNA2,PLANTS
PDPK1,0.000626174076393237,No,RPA1|DNA2,PLANTS
MFNG,0.000626174076393237,No,RPA1|DNA2,PLANTS
GLTSCR1L,0.000626174076393237,No,RPA1|DNA2,PLANTS
RAD51AP2,0.000626174076393237,No,RPA1|DNA2,PLANTS
SAGE1,0.000626174076393237,No,RPA1|DNA2,PLANTS
C5orf42,0.000626174076393237,No,RPA1|DNA2,PLANTS
NSDHL,0.000626174076393237,No,RPA1|DNA2,PLANTS
PCDH9,0.000626174076393237,No,RPA1|DNA2,PLANTS
FAF2,0.000626174076393237,No,RPA1|DNA2,PLANTS
FAF1,0.000626174076393237,No,RPA1|DNA2,PLANTS
TTF2,0.000626174076393237,No,RPA1|DNA2,PLANTS
VPS37D,0.000626174076393237,No,RPA1|DNA2,PLANTS
UBQLN1,0.000626174076393237,No,RPA1|DNA2,PLANTS
UBQLN2,0.000626174076393237,No,RPA1|DNA2,PLANTS
TMCO6,0.000626174076393237,No,RPA1|DNA2,PLANTS
HSD3B7,0.000626174076393237,No,RPA1|DNA2,PLANTS
SDR42E1,0.000626174076393237,No,RPA1|DNA2,PLANTS
SDR42E2,0.000626174076393237,No,RPA1|DNA2,PLANTS
PIN4,0.000626174076393237,No,RPA1|DNA2,PLANTS
TAF9B,0.000626174076393237,No,RPA1|DNA2,PLANTS
RAD1,0.000626174076393237,No,RPA1|DNA2,PLANTS
UGP2,0.000626174076393237,No,RPA1|DNA2,PLANTS
ORMDL2,0.000626174076393237,No,RPA1|DNA2,PLANTS
ORMDL1,0.000626174076393237,No,RPA1|DNA2,PLANTS
ORMDL3,0.000626174076393237,No,RPA1|DNA2,PLANTS
OMA1,0.000626174076393237,No,RPA1|DNA2,PLANTS
RHBDD1,0.000626174076393237,No,RPA1|DNA2,PLANTS
WDR43,0.000626174076393237,No,RPA1|DNA2,PLANTS
ALS2CR11,0.000626174076393237,No,RPA1|DNA2,PLANTS
PIK3R2,0.000626174076393237,No,RPA1|DNA2,PLANTS
NGB,0.000626174076393237,No,RPA1|DNA2,PLANTS
GTF2IRD2,0.000626174076393237,No,RPA1|DNA2,PLANTS
GTF2IRD2B,0.000626174076393237,No,RPA1|DNA2,PLANTS
EME1,0.000626174076393237,No,RPA1|DNA2,PLANTS
TES,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF407,0.000626174076393237,No,RPA1|DNA2,PLANTS
CPTP,0.000626174076393237,No,RPA1|DNA2,PLANTS
SP6,0.000626174076393237,No,RPA1|DNA2,PLANTS
KLF8,0.000626174076393237,No,RPA1|DNA2,PLANTS
KLF12,0.000626174076393237,No,RPA1|DNA2,PLANTS
EGR1,0.000626174076393237,No,RPA1|DNA2,PLANTS
EGR2,0.000626174076393237,No,RPA1|DNA2,PLANTS
EGR3,0.000626174076393237,No,RPA1|DNA2,PLANTS
KLF6,0.000626174076393237,No,RPA1|DNA2,PLANTS
KLF7,0.000626174076393237,No,RPA1|DNA2,PLANTS
PRDM1,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF281,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF787,0.000626174076393237,No,RPA1|DNA2,PLANTS
ASRGL1,0.000626174076393237,No,RPA1|DNA2,PLANTS
GGT5,0.000626174076393237,No,RPA1|DNA2,PLANTS
GGT7,0.000626174076393237,No,RPA1|DNA2,PLANTS
GSTZ1,0.000626174076393237,No,RPA1|DNA2,PLANTS
GGT1,0.000626174076393237,No,RPA1|DNA2,PLANTS
GGT2,0.000626174076393237,No,RPA1|DNA2,PLANTS
FBXL14,0.000626174076393237,No,RPA1|DNA2,PLANTS
FBXL20,0.000626174076393237,No,RPA1|DNA2,PLANTS
FBXL7,0.000626174076393237,No,RPA1|DNA2,PLANTS
UEVLD,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZBTB14,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF831,0.000626174076393237,No,RPA1|DNA2,PLANTS
SOAT1,0.000626174076393237,No,RPA1|DNA2,PLANTS
SOAT2,0.000626174076393237,No,RPA1|DNA2,PLANTS
ASPSCR1,0.000626174076393237,No,RPA1|DNA2,PLANTS
GGT6,0.000626174076393237,No,RPA1|DNA2,PLANTS
CCNY,0.000626174076393237,No,RPA1|DNA2,PLANTS
CCNYL1,0.000626174076393237,No,RPA1|DNA2,PLANTS
PAX6,0.000626174076393237,No,RPA1|DNA2,PLANTS
DPRX,0.000626174076393237,No,RPA1|DNA2,PLANTS
GSC2,0.000626174076393237,No,RPA1|DNA2,PLANTS
RAX2,0.000626174076393237,No,RPA1|DNA2,PLANTS
IKZF5,0.000626174076393237,No,RPA1|DNA2,PLANTS
LHX6,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF148,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF597,0.000626174076393237,No,RPA1|DNA2,PLANTS
PCGF5,0.000626174076393237,No,RPA1|DNA2,PLANTS
PCGF6,0.000626174076393237,No,RPA1|DNA2,PLANTS
RNF133,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZBTB38,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF770,0.000626174076393237,No,RPA1|DNA2,PLANTS
SALL4,0.000626174076393237,No,RPA1|DNA2,PLANTS
HINFP,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZBTB49,0.000626174076393237,No,RPA1|DNA2,PLANTS
SCRT1,0.000626174076393237,No,RPA1|DNA2,PLANTS
SCRT2,0.000626174076393237,No,RPA1|DNA2,PLANTS
SNAI3,0.000626174076393237,No,RPA1|DNA2,PLANTS
SNAI1,0.000626174076393237,No,RPA1|DNA2,PLANTS
SNAI2,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF296,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF580,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF711,0.000626174076393237,No,RPA1|DNA2,PLANTS
MECOM,0.000626174076393237,No,RPA1|DNA2,PLANTS
PRDM16,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF263,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF319,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZBTB4,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF341,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF444,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF236,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZSCAN10,0.000626174076393237,No,RPA1|DNA2,PLANTS
GTF2E1,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF710,0.000626174076393237,No,RPA1|DNA2,PLANTS
FHL3,0.000626174076393237,No,RPA1|DNA2,PLANTS
FBXL19,0.000626174076393237,No,RPA1|DNA2,PLANTS
BRD3,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF516,0.000626174076393237,No,RPA1|DNA2,PLANTS
PRDM4,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZBTB17,0.000626174076393237,No,RPA1|DNA2,PLANTS
ENSP00000467286.1,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF763,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF529,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZBTB16,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF138,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF454,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF229,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF587B,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF691,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF671,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF423,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF571,0.000626174076393237,No,RPA1|DNA2,PLANTS
CTCF,0.000626174076393237,No,RPA1|DNA2,PLANTS
LIPE,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF521,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF404,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF322,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZBTB26,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF101,0.000626174076393237,No,RPA1|DNA2,PLANTS
CTCFL,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF627,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF648,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF581,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF471,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF561,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF812,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF891,0.000626174076393237,No,RPA1|DNA2,PLANTS
ENSP00000478941.1,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF432,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF71,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF350,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF614,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF674,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF699,0.000626174076393237,No,RPA1|DNA2,PLANTS
BCL6,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF679,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF248,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF562,0.000626174076393237,No,RPA1|DNA2,PLANTS
GZF1,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZKSCAN8,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF80,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF701,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF354C,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF239,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF619,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZSCAN25,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF134,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF501,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF649,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF829,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF416,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF814,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF146,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF577,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF583,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF662,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF483,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZIK1,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZIM3,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF785,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF550,0.000626174076393237,No,RPA1|DNA2,PLANTS
ENSP00000489045.1,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF320,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF283,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF792,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF121,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF415,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF528,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF689,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF37A,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF554,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF267,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF268,0.000626174076393237,No,RPA1|DNA2,PLANTS
ZNF610,0.000626174076393237,No,RPA1|DNA2,PLANTS
