Gene,Score,in.gold.standard,gold.standard.genes.in.cluster,Clade
RASA3,0.00980392156862745,No,FANCD2|FANCI,PLANTS
MCM10,0.133333333333333,No,FANCD2|FANCI,PLANTS
TUBGCP5,0.133333333333333,No,FANCD2|FANCI,PLANTS
WDR25,0.133333333333333,No,FANCD2|FANCI,PLANTS
BLOC1S2,0.133333333333333,No,FANCD2|FANCI,PLANTS
NOL9,0.133333333333333,No,FANCD2|FANCI,PLANTS
SPOCD1,0.133333333333333,No,FANCD2|FANCI,PLANTS
NOP14,0.133333333333333,No,FANCD2|FANCI,PLANTS
DOLK,0.133333333333333,No,FANCD2|FANCI,PLANTS
TSEN2,0.133333333333333,No,FANCD2|FANCI,PLANTS
TWIST2,0.133333333333333,No,FANCD2|FANCI,PLANTS
BHLHA15,0.133333333333333,No,FANCD2|FANCI,PLANTS
HES2,0.133333333333333,No,FANCD2|FANCI,PLANTS
FCHO1,0.666666666666667,No,FANCD2|FANCI,PLANTS
FANCD2,0.666666666666667,Yes,FANCD2|FANCI,PLANTS
FANCI,0.666666666666667,Yes,FANCD2|FANCI,PLANTS
L2HGDH,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
PSMA2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
MCTS1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
SIRT5,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ACAD8,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
POC1A,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
CDC14B,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
MPPED1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
SEH1L,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
USP50,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
MIB1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
CETN1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
CETN2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
DYNC2H1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
DNAH14,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
DNAH6,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
DNAH10,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
DNAH2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
DNAH11,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
DNAH1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
DNAH12,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
PDE4D,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
PDE9A,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
PDE1B,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
PDE10A,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
PDE8A,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
UBE2QL1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
DYNC1I1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
DYNC1I2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
TRPM7,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ANKDD1A,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ANK3,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ANKRD52,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ANKRD16,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ANKRD17,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ANKHD1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ANKHD1-EIF4EBP3,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
KANK2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ANKLE1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
MIB2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
FEM1B,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ECHS1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
MFSD9,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
STRN,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
KIF1A,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
KIF1B,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
KIF13B,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
SRD5A1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
SRD5A2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ENSP00000461324.1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
SLC25A10,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
IP6K2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
MPPED2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
SCP2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
PPM1H,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
NDUFAB1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
MRPL17,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
PSMA3,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
NOS1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
PMPCB,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
DYNC1LI1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
SLC25A16,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
DARS2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
TM9SF2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
NUBP1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ACAT2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ALDH9A1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
PRSS46,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
PDK3,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
MYL3,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
PSMA7,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
PSMA8,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
TVP23A,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
TMEM165,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
MTA3,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
PECR,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
METAP1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
HSPE1-MOB4,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
PCBD2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
GLDC,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
CAD,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
SLC25A18,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
PCBD1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ASMTL,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ANKDD1B,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ECHDC3,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
METAP1D,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
SLC25A42,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
CHAC2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
DLST,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
TVP23C,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
CRAT,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
CBR4,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ZFP36,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
KIAA1161,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
HACD2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
AMPD1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ABCG1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ASS1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
GCSH,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
SLC25A4,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
SLC25A5,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
SLC25A6,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ATP6V0A4,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ISYNA1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ADSS,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
TECR,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
YWHAE,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
YWHAG,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
YWHAH,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ADSSL1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
AKR1B1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
AKR1A1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
MTHFD2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
MYL6,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
SAR1A,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
SAR1B,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ARL17A,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ATP6V0C,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ARF3,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ARF1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ARF4,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ARF5,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
EIF2S3,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ENSP00000445077.1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ENSP00000438507.1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ATP6V0A2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
CSNK2B,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ENSP00000483989.2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ACSS2,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ATP6V0A1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
AKR1D1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
HIST2H2AB,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
HIST1H2AA,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
H2AFJ,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
HIST2H2AC,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
ENSP00000489311.1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
HIST1H2AB,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
HIST1H2AD,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
HIST1H2AL,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
HIST3H2A,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
HIST1H2AC,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
HIST2H2AA3,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
HIST1H2AH,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
HIST1H2AJ,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
DLD,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
KARS,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
H2AFV,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
H2AFZ,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
TNNC1,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
RPL3,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
RPL3L,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
SLC28A3,0.00106269925611052,No,FAAP20|FANCF|FANCB|FAAP24|FANCE|FANCL|STRA13|FANCG|FANCC,PLANTS
OR2T34,0.00240963855421687,No,FAAP20|FANCF,PLANTS
ERICH5,0.00240963855421687,No,FAAP20|FANCF,PLANTS
SLC16A14,0.00240963855421687,No,FAAP20|FANCF,PLANTS
SLC18A2,0.00240963855421687,No,FAAP20|FANCF,PLANTS
OR4D1,0.00240963855421687,No,FAAP20|FANCF,PLANTS
CHTF8,0.00240963855421687,No,FAAP20|FANCF,PLANTS
OR5T2,0.00240963855421687,No,FAAP20|FANCF,PLANTS
TRPV5,0.00240963855421687,No,FAAP20|FANCF,PLANTS
PSMD3,0.00240963855421687,No,FAAP20|FANCF,PLANTS
SEC13,0.00240963855421687,No,FAAP20|FANCF,PLANTS
ENSP00000450614.1,0.00240963855421687,No,FAAP20|FANCF,PLANTS
TMOD1,0.00240963855421687,No,FAAP20|FANCF,PLANTS
PPTC7,0.00240963855421687,No,FAAP20|FANCF,PLANTS
CALML4,0.00240963855421687,No,FAAP20|FANCF,PLANTS
PSMD14,0.00240963855421687,No,FAAP20|FANCF,PLANTS
RPL18,0.00240963855421687,No,FAAP20|FANCF,PLANTS
UCKL1,0.00240963855421687,No,FAAP20|FANCF,PLANTS
RPS24,0.00240963855421687,No,FAAP20|FANCF,PLANTS
INPP5D,0.00240963855421687,No,FAAP20|FANCF,PLANTS
SRMS,0.00240963855421687,No,FAAP20|FANCF,PLANTS
HDLBP,0.00240963855421687,No,FAAP20|FANCF,PLANTS
RAB7B,0.00240963855421687,No,FAAP20|FANCF,PLANTS
RAB9A,0.00240963855421687,No,FAAP20|FANCF,PLANTS
RAB9B,0.00240963855421687,No,FAAP20|FANCF,PLANTS
GABPB2,0.00240963855421687,No,FAAP20|FANCF,PLANTS
DLK1,0.00240963855421687,No,FAAP20|FANCF,PLANTS
DNER,0.00240963855421687,No,FAAP20|FANCF,PLANTS
DUSP3,0.00240963855421687,No,FAAP20|FANCF,PLANTS
ASPG,0.00240963855421687,No,FAAP20|FANCF,PLANTS
FEM1A,0.00240963855421687,No,FAAP20|FANCF,PLANTS
FEM1C,0.00240963855421687,No,FAAP20|FANCF,PLANTS
ANKRA2,0.00240963855421687,No,FAAP20|FANCF,PLANTS
HBM,0.00240963855421687,No,FAAP20|FANCF,PLANTS
NAT1,0.00240963855421687,No,FAAP20|FANCF,PLANTS
CLEC11A,0.00240963855421687,No,FAAP20|FANCF,PLANTS
WDR54,0.00240963855421687,No,FAAP20|FANCF,PLANTS
RARA,0.00240963855421687,No,FAAP20|FANCF,PLANTS
RBMY1B,0.00240963855421687,No,FAAP20|FANCF,PLANTS
RBMY1D,0.00240963855421687,No,FAAP20|FANCF,PLANTS
RBMY1A1,0.00240963855421687,No,FAAP20|FANCF,PLANTS
RBMY1E,0.00240963855421687,No,FAAP20|FANCF,PLANTS
RBMY1F,0.00240963855421687,No,FAAP20|FANCF,PLANTS
RBMY1J,0.00240963855421687,No,FAAP20|FANCF,PLANTS
GUCA1B,0.00240963855421687,No,FAAP20|FANCF,PLANTS
BST1,0.00240963855421687,No,FAAP20|FANCF,PLANTS
KIRREL2,0.00240963855421687,No,FAAP20|FANCF,PLANTS
EPHA8,0.00240963855421687,No,FAAP20|FANCF,PLANTS
EPHA2,0.00240963855421687,No,FAAP20|FANCF,PLANTS
EPHA6,0.00240963855421687,No,FAAP20|FANCF,PLANTS
EPHA10,0.00240963855421687,No,FAAP20|FANCF,PLANTS
EPHA7,0.00240963855421687,No,FAAP20|FANCF,PLANTS
EPHA4,0.00240963855421687,No,FAAP20|FANCF,PLANTS
EPHA5,0.00240963855421687,No,FAAP20|FANCF,PLANTS
EPHB4,0.00240963855421687,No,FAAP20|FANCF,PLANTS
EPHB3,0.00240963855421687,No,FAAP20|FANCF,PLANTS
EPHB1,0.00240963855421687,No,FAAP20|FANCF,PLANTS
EPHB2,0.00240963855421687,No,FAAP20|FANCF,PLANTS
EPHB6,0.00240963855421687,No,FAAP20|FANCF,PLANTS
MRPL21,0.00240963855421687,No,FAAP20|FANCF,PLANTS
ACBD3,0.00240963855421687,No,FAAP20|FANCF,PLANTS
KCNC3,0.00240963855421687,No,FAAP20|FANCF,PLANTS
SPSB2,0.00240963855421687,No,FAAP20|FANCF,PLANTS
ACKR2,0.00240963855421687,No,FAAP20|FANCF,PLANTS
GPR68,0.00240963855421687,No,FAAP20|FANCF,PLANTS
CCDC68,0.00240963855421687,No,FAAP20|FANCF,PLANTS
RORC,0.00240963855421687,No,FAAP20|FANCF,PLANTS
ATP4B,0.00240963855421687,No,FAAP20|FANCF,PLANTS
GAL3ST1,0.00240963855421687,No,FAAP20|FANCF,PLANTS
TRPM3,0.00240963855421687,No,FAAP20|FANCF,PLANTS
BBOX1,0.00240963855421687,No,FAAP20|FANCF,PLANTS
RFPL3,0.00240963855421687,No,FAAP20|FANCF,PLANTS
MANF,0.00240963855421687,No,FAAP20|FANCF,PLANTS
IFNA7,0.00240963855421687,No,FAAP20|FANCF,PLANTS
FAM151A,0.00240963855421687,No,FAAP20|FANCF,PLANTS
HSPB2,0.00240963855421687,No,FAAP20|FANCF,PLANTS
GABRB1,0.00240963855421687,No,FAAP20|FANCF,PLANTS
TMEM110,0.00240963855421687,No,FAAP20|FANCF,PLANTS
